"['0x00', '0x44']",100,1,0,1
"['0x01', '0x46']",100,1,0,1
"['0x00', '0x4c']",100,0,1,0
"['0x01', '0x4b']",100,0,1,1
"['0x01', '0x44']",100,0,1,0
"['0x01', '0x4c']",100,0,1,1
