"No.","Time","Source","Destination","Protocol","Length","Info"
"980550","6194.475680","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"980559","6194.487830","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"982908","6208.713532","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Pushed)"
"982914","6208.730949","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Released)"
"982938","6208.891201","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Pushed)"
"982940","6208.916215","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Released)"
"983131","6209.978325","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Pushed)"
"983132","6209.978722","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Pushed)"
"983133","6209.982222","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Released)"
"983134","6209.982440","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Released)"
"983491","6211.813477","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"983492","6211.813631","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983502","6211.824510","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"983516","6211.896993","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"983517","6211.897316","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983522","6211.908445","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"983561","6212.134677","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"983562","6212.135010","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983572","6212.148246","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"983608","6212.324647","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"983609","6212.324973","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983612","6212.334498","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"983755","6213.060897","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"983756","6213.061246","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983764","6213.070747","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"983781","6213.146996","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"983782","6213.147335","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983786","6213.169506","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"983824","6213.383454","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"983825","6213.383603","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983833","6213.400978","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"983886","6213.687011","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"983887","6213.687339","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983895","6213.695936","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"983955","6213.998264","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"983956","6213.998588","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983963","6214.007006","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"983989","6214.106056","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"983990","6214.106233","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"983994","6214.120724","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"984092","6214.624653","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"984093","6214.624838","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984100","6214.633419","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"984106","6214.639535","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"984107","6214.639795","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984115","6214.648688","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 81%"
"984168","6214.943491","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 88%"
"984169","6214.943818","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984177","6214.952198","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"984230","6215.252001","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"984231","6215.252331","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984239","6215.260952","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 94%"
"984255","6215.294677","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 100%"
"984256","6215.295009","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984259","6215.304471","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 100%"
"984476","6216.667224","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 94%"
"984510","6216.872285","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984535","6217.052222","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 88%"
"984650","6217.870977","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 81%"
"984673","6218.031321","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"984699","6218.207232","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"986552","6229.645918","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Pushed)"
"986553","6229.646265","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Pushed)"
"986558","6229.652310","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Released)"
"986559","6229.652572","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Released)"
"987237","6233.482378","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Pushed)"
"987241","6233.502444","TCLTechn_b2:54:9d (Anker PowerConf)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Released)"
"987262","6233.641446","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Pushed)"
"987271","6233.731472","cyber-bl_da:71:15 (Ubuntu)","TCLTechn_b2:54:9d (Anker PowerConf)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Released)"
