0
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
BACKWARD
BACKWARD
PLAY
PAUSE
PLAY
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
BACKWARD
BACKWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
PAUSE
PLAY
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
BACKWARD
BACKWARD
FORWARD
FORWARD
FORWARD
FORWARD
PAUSE
PLAY
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
FORWARD
BACKWARD
BACKWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
BACKWARD
BACKWARD
BACKWARD
BACKWARD
BACKWARD
BACKWARD
FORWARD
FORWARD
BACKWARD
BACKWARD
FORWARD
BACKWARD
PAUSE
PLAY
BACKWARD
BACKWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
FORWARD
BACKWARD
FORWARD
BACKWARD
FORWARD
PAUSE
