"No.","Time","Source","Destination","Protocol","Length","Info"
"1018552","6467.621998","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 12%"
"1018565","6467.691984","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 18%"
"1018566","6467.692295","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1018588","6467.794555","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 18%"
"1019066","6469.989306","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 25%"
"1019067","6469.989599","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019077","6470.033205","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 25%"
"1019105","6470.163206","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 31%"
"1019106","6470.163478","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019118","6470.205549","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 31%"
"1019146","6470.338258","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 37%"
"1019147","6470.338391","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019156","6470.375592","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 37%"
"1019186","6470.513184","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 44%"
"1019187","6470.513495","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019198","6470.559410","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 44%"
"1019226","6470.686937","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 50%"
"1019227","6470.687252","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019236","6470.725553","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 50%"
"1019266","6470.868102","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 56%"
"1019267","6470.868258","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019278","6470.909337","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 56%"
"1019709","6472.990525","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 62%"
"1019712","6472.990799","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019720","6473.026940","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 62%"
"1019751","6473.166774","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 69%"
"1019752","6473.167024","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019763","6473.214290","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 69%"
"1019791","6473.344363","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Changed - RegisterNotification - VolumeChanged - Volume: 75%"
"1019792","6473.344507","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","27","Sent Vendor dependent: Notify - RegisterNotification - VolumeChanged"
"1019800","6473.376948","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","24","Rcvd Vendor dependent: Interim - RegisterNotification - VolumeChanged - Volume: 75%"
"1019933","6474.015765","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1019934","6474.016124","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1019935","6474.019366","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1019936","6474.019665","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1020395","6476.121986","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1020396","6476.122323","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1020400","6476.125802","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1020401","6476.126060","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1020980","6478.755655","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1020981","6478.755955","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1020982","6478.759446","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1020983","6478.759728","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021216","6479.828208","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021217","6479.828387","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021219","6479.831858","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021220","6479.832021","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021422","6480.766832","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021423","6480.767116","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021424","6480.768101","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021425","6480.768370","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021537","6481.310642","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021538","6481.314404","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021543","6481.318913","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021544","6481.318924","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021643","6481.756991","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021644","6481.760643","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021646","6481.760875","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021647","6481.760934","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021752","6482.213122","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021753","6482.216898","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021755","6482.217889","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021756","6482.217902","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021869","6482.730602","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021870","6482.730963","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021875","6482.761827","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021876","6482.762172","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021960","6483.123131","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021961","6483.128122","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021963","6483.131917","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021964","6483.131928","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1021994","6483.246725","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1021995","6483.247066","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1021996","6483.249356","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1021997","6483.249623","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1022069","6483.598135","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022070","6483.598434","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022072","6483.601859","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022075","6483.605952","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022119","6483.795462","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1022120","6483.795808","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1022121","6483.796861","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1022122","6483.797176","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1022219","6484.258109","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022220","6484.263111","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022222","6484.266925","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022223","6484.266936","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022257","6484.406868","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022258","6484.407261","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022263","6484.414232","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022264","6484.414406","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022322","6484.699357","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022323","6484.699659","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022327","6484.703171","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022328","6484.703465","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022369","6484.873104","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022370","6484.873435","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022374","6484.876878","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022375","6484.877179","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022439","6485.174326","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1022440","6485.174688","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1022441","6485.177984","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1022442","6485.178281","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1022524","6485.558022","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1022525","6485.558206","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1022528","6485.559299","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1022529","6485.559463","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1022572","6485.760429","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1022573","6485.760758","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1022576","6485.761728","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1022577","6485.762005","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1022839","6487.017919","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Pushed)"
"1022840","6487.018270","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Pushed)"
"1022841","6487.019138","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PAUSE (Released)"
"1022842","6487.019453","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PAUSE (Released)"
"1023151","6488.497909","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Pushed)"
"1023152","6488.498258","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Pushed)"
"1023153","6488.499167","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - PLAY (Released)"
"1023154","6488.499474","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - PLAY (Released)"
"1023399","6489.670521","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1023400","6489.670870","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1023401","6489.674170","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1023402","6489.674484","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1023467","6489.976790","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1023468","6489.977104","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1023469","6489.980538","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1023470","6489.980820","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1023519","6490.194151","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1023520","6490.194506","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1023522","6490.195338","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1023523","6490.195601","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1023577","6490.442928","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1023578","6490.443297","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1023579","6490.444096","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1023580","6490.444391","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1023625","6490.610505","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1023626","6490.610819","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1023628","6490.617929","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1023629","6490.618236","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1023661","6490.755464","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1023663","6490.759285","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1023665","6490.759989","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1023666","6490.759999","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1023691","6490.855365","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Pushed)"
"1023694","6490.855636","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Pushed)"
"1023695","6490.856594","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - FORWARD (Released)"
"1023696","6490.856877","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - FORWARD (Released)"
"1023719","6490.991786","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1023720","6490.995558","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1023725","6490.999977","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1023726","6490.999979","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
"1023767","6491.183013","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Pushed)"
"1023768","6491.186788","41:42:16:d1:d5:bf (E-91)","cyber-bl_da:71:15 (Ubuntu)","AVRCP","17","Rcvd Pass Through: Control - BACKWARD (Released)"
"1023770","6491.187004","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Pushed)"
"1023771","6491.187014","cyber-bl_da:71:15 (Ubuntu)","41:42:16:d1:d5:bf (E-91)","AVRCP","17","Sent Pass Through: Accepted - BACKWARD (Released)"
